t_s,P_rigid_W,P_membrane_W,lift_rigid_N,lift_membrane_N,drag_rigid_N,drag_membrane_N,elastic_energy_J,effective_alpha_deg
4.8000,-1.059155,10.520768,0.001236,0.232631,0.024841,0.023463,2.58389783,22.0905
4.8042,-13.910941,-0.120070,1.818119,2.388701,0.807555,0.551056,2.55111316,18.6155
4.8083,-13.010040,-0.874049,4.233396,3.669966,1.487329,0.718798,2.60671424,50.6151
4.8125,-13.587035,-6.736219,6.181744,5.520911,1.771121,1.261279,2.57866735,46.4872
4.8167,-11.347881,-4.064971,6.138338,6.053619,1.317063,1.130388,2.62570320,0.6265
4.8208,-15.869204,-6.483830,10.855897,6.222670,2.900311,1.363804,2.57546091,55.9116
4.8250,-23.038861,-5.424100,14.312406,3.755657,5.434249,0.952713,2.63340838,51.1606
4.8292,-19.091532,5.513519,9.601424,1.695223,3.726507,0.212662,2.56315718,33.2314
4.8333,-17.588219,2.198008,5.156423,0.828635,2.228051,0.223301,2.60836540,44.8806
4.8375,-6.182760,4.530876,2.286893,0.058557,0.447343,0.012162,2.57686860,73.9367
4.8417,-11.744631,-9.296770,0.319986,0.548627,0.116191,0.212467,2.61222856,61.3701
4.8458,0.598905,11.049879,0.309234,-0.126890,0.057077,0.027935,2.58302609,69.4724
4.8500,-1.633872,10.100285,-0.168664,0.094825,0.061893,0.023599,2.61091137,78.5954
4.8542,3.063433,8.105604,-0.484835,0.528564,0.103141,0.084897,2.58648524,30.4054
4.8583,2.409856,-1.513537,-0.201474,0.943423,0.061939,0.253245,2.61185097,55.0573
4.8625,0.564270,5.969931,0.069468,1.204843,0.016430,0.180916,2.59375818,63.2862
4.8667,-9.650886,-12.934911,0.083965,0.083452,0.026796,0.012141,2.61004555,8.3413
4.8708,-10.230623,-10.711850,1.746003,-0.160594,0.735715,0.055738,2.59207519,11.8103
4.8750,0.591773,-12.672024,0.775800,-0.009491,0.122322,0.001396,2.59762997,7.3683
4.8792,0.717958,12.983402,-0.022262,-0.000996,0.010324,0.000099,2.59128918,37.0273
4.8833,7.547327,-10.511197,-0.291366,0.531885,0.123300,0.166139,2.59382895,26.6715
4.8875,-1.960899,-8.207455,-0.155707,-0.088261,0.060375,0.031139,2.59022145,26.4546
4.8917,1.549235,10.549074,0.152760,-0.359417,0.052183,0.062458,2.59054145,15.5580
4.8958,-1.812125,-5.647519,-0.146864,-1.329050,0.055892,0.484176,2.59794045,85.4141
4.9000,3.937047,-9.603090,-0.534769,-0.842974,0.164984,0.133260,2.58291744,65.0650
4.9042,9.950709,-9.240542,-1.643209,-0.906927,0.692517,0.164957,2.59387916,81.5641
4.9083,5.947290,-4.746350,-1.905025,-1.056524,0.389118,0.417374,2.57507744,44.8380
4.9125,6.136081,11.777737,-1.834144,-0.132745,0.389730,0.017184,2.58330166,21.8276
4.9167,6.629402,-4.042935,-1.958709,-0.967418,0.466295,0.387579,2.57312995,68.5726
4.9208,2.059038,-4.522673,-0.319777,-2.971830,0.048881,0.867345,2.59519426,53.4330
4.9250,12.272198,-4.174598,-2.059524,-4.552151,0.879996,0.976925,2.57648251,34.6052
4.9292,-2.746563,-3.946845,-0.775585,-5.590204,0.176573,0.945486,2.58948113,27.6236
4.9333,8.272865,5.615641,-1.338603,-10.692477,0.502794,3.106221,2.58404759,53.0342
4.9375,7.275684,-1.486581,-2.304950,-7.051399,0.538726,1.259491,2.55456197,80.7000
4.9417,7.096733,-1.816256,-2.871331,-5.571557,0.494843,1.042471,2.58758113,78.6108
4.9458,16.724421,-1.898878,-6.956263,-4.909840,2.110408,1.078003,2.56030392,77.0151
4.9500,13.787702,8.615329,-7.658106,-0.140492,1.662295,0.031893,2.58232855,2.9290
4.9542,12.183340,-6.727452,-7.041673,-0.789413,1.142935,0.249797,2.57820411,26.5519
4.9583,19.151917,-8.607894,-8.687586,-1.259372,2.032950,0.195956,2.58232329,36.1444
4.9625,5.426469,-8.995117,-1.785977,-1.448469,0.248360,0.182230,2.57218618,82.3077
4.9667,11.307943,-8.815983,-3.238470,-1.454963,0.541309,0.193942,2.57090630,71.8958
4.9708,4.318673,1.131516,-1.012213,-4.851705,0.163781,0.817320,2.57437100,0.2918
4.9750,14.554422,-2.951124,-3.142341,-4.637944,0.500795,0.611129,2.57141854,19.1391
4.9792,5.950197,-4.614916,-1.506515,-3.186202,0.246901,0.441622,2.56198099,22.2845
4.9833,6.023639,-5.025596,-0.457465,-0.817144,0.223884,0.355836,2.56333426,49.2456
4.9875,12.832452,-0.410395,-0.010326,-0.133976,0.179306,0.203596,2.56503149,11.1492
4.9917,5.037714,-4.470171,-0.115505,-0.097735,0.218803,0.281124,2.55115451,55.5210
4.9958,5.080611,-6.208879,-1.890580,-1.982460,0.329441,0.413448,2.56434935,2.6218
5.0000,9.547082,-6.568490,-3.707760,-5.951554,0.583860,0.764617,2.54539534,58.2287
